ISBN;EAN;ASIN;Eigenschaft;Class;AX;BX;Autor;Titel;Seiten;Verlag;Bindung;Listenpreis;Datum;Translator;Orginaltitel;Sprache;Orginalsprache;Reihe;Thema;Buchart;Ersterscheinung;Standort;Auflage;Inhalt;Buchnummer;dnb-idns
;978.0;;310485126;Orginal;;Demarets, Michel );Hergé;Le Temple du Soleil;24.0;"Rouget et Or; Hallmark";180°(4),Zug(3) Dreh(2), Klapp;22,70 €;1969;;;française;;Un Livre Animé Tintin;Tintin, Fernsehen, Sessel, Lama, Zug, Brücke, CondorInka, tempel, Ruine, Zeremonie;;4;8 - 4;;"TinTin (oder Kufje auf holländisch) und sein Hund milou fährt diesmal ins Inkareich nach Peru, wo sie in eine Tempelzeremonie hineinplatzen und schließlich am auf dem Scheiterhaufen enden.

Das Buch hat schon deutliche Gebrauchsspiren: Der Einband ist l";3407.0;[]
;978.0;;310447622;Übersetzung US;;N.N.;Hergé;Kuifje in de Zonnetempel;24.0;Hallmarck;180°(4),Zug(3), Dreh(2), Klapp;35,00 €;1970 );;;holländisch);;The Adventures of Tintin;Tintin, Fernsehen, Sessel, Lama, Zug, Brücke, CondorInka, tempel, Ruine, Zeremonie;;4;8 - 4;;"TinTin (oder Kufje auf holländisch) fährt diesmal ins Inkareich nach Peru, wo sie in eine Tempelzeremonie hineinplatzen und schließlich am auf dem Scheiterhaufen enden.

Das Buch hat schon einige Gebrauchsspuren. Der Einband ist leicht bestoßen und fing";3406.0;[]
;978.0;;310447622;Nachdruck -1;;N.N.;Hergé;Explorers on the Moon;24.0;Methuen;180°(5),Zug(5), Dreh(1), Klapp;13,00 €;1992;;;English;;The Adventures of Tintin;Tintin, Rakete, Startrampe, Mondlandung, Kontrollraum, Mondlandschaft, Wüste, Landung;;1;8 - 4;;"Der junge Reporter Tintin, sein Hund Milou (eng. Snowy),Prof. Calculus und Kapitän Haddock fliegen zum Mond, um ihn zu erforschen.

Das Buch ist noch sehr gut erhalten., obwohl es leicht bestoßen ist.- 1";3405.0;[]
;978.0;;310486150;Orginal;;Demarets, Michel (Animation);Hergé;L'Ile Noire;16.0;"Rouget et Or; Hallmark";180°(4),Zug(2);22,70 €;1970;;;française;;Un Livre Animé Tintin;Tintin, Milou,Flugzeug, Kamin, Zimmer, Bibliothek,Bach,Boot, Insel, Burg, Schlosstor;;4;8 - 4;;"Anscheinend wird Tintin zu Beginn seines Urlaubs von zwei Männern, die eine Notlandung vortäuschten, angeschossenBei der Verfolgung kommt er wieder einmal in schwierige Situationen, die er aber meistert.

Das Buch ist schon etwas stärker mitgenommen. Es";3404.0;[]
;978.0;;310486150;Orginal;;Demarets, Michel (Animation);Hergé;Le Sceptre d'Ottokar;16.0;"Rouget et Or; Hallmark";180°(4),Zug(3);22,70 €;1971;;;française;;Un Livre Animé Tintin;Tintin, Milou,Zeitung,Heuwagen, Ochsenkarren,Palast, Offiziere, Vitrine;;5;8 - 4;;Tintin entdeckt, dass er eine wichtige Aktentasche einem verkleideten Räuber übergeben hat. Bei der Verfolgung wird er aus dem Flugzeug geworfen und landet auf einem heuwagen. Trotz aller Widerstände schfafft er es den uralten Zepter dem rechtmäßigen Besi;3402.0;[]
;978.0;;310486150;Orginal;;Demarets, Michel (Animation);Hergé;Vol 714 Pous Sidney;16.0;"Rouget et Or; Hallmark";180°(6),Zug(3);22,70 €;1971;;;française;;Un Livre Animé Tintin;Tintin, Milou, Gangway, Pof. Tourmesol, Flugzeug, Höhlen, Vulkan,;;4;8 - 4;;"Auf einem Flug nach Sidney werden Tintin und sein Hund Milou sowie Professor Tourmesol auf eine abseitig gelegene Insel entführt. 

Das Buch ist schon recht viel benutzt worden. Der Einband ist bestoßen und verschmutzt und hat einen Namenseitrag auf der";3401.0;[]
;978.0;;310486150;Orginal;;Demarets, Michel (Modelle);Hergé;Le Tresor de Rackham le Rouge;16.0;"Rouget et Or; Hallmark";180°(4),Zug(2). Aufstell (4);22,70 €;1970;;;française;;Un Livre Animé Tintin;Tintin, Segelshiff, Piraten, Überfall, Schiffsbug, Leiter, Taucher, Wrack, Fisch, Grab, Kreuz, Schlo;;4;8 - 4;;"Tintin und sein Hund Milou entdecken im Museum das Modell eines piratenschiffes, dessen Kapitän einen Schatz vesteckt hat. Nach Umwegen über ein Wrack und ein Gab finden sie den Schatz....

Dem Buch sieht man seine häufige Benutzung an: Der Einband ist";3400.0;[]
;978.0;;310447622;Orginal;;N.N.;Hergé;On a Marché sur la Lune;24.0;"Rouget et Or; Hallmark";180°(5),Zug(5), Dreh(1), Klapp;22,70 €;1969;;;française;;Les Aventures de Tintin;Tintin, Rakete, Startrampe, Mondlandung, Kontrollraum, Mondlandschaft, Wüste, Landung;;5;8 - 4;;"Tintin und sein Hund Milou fliegen mit einer Rakete zum Mond um dort Nachforschungen anzustellen.

Das Buch ist leider schon sehr mitgenommen. Nicht nur, dass es bestoßen und eingeschmutzt ist und der mit Tesafilm beklebte Buchrücken halbseitig gelöst i";3399.0;[]
;978.0;;285835270;Orginal;;N.N.;"Goscinny(Text); Uderzo(Ill.)";Asterix aux Jeux Olympiqus;16.0;"Rouge et Or, Dargaud ; Hallmark";"180°(4);Zug(6),Dreh(1)";14,90 €;1972;;;française;;Livre Animé Asterix le Gaulois;Asterix, Obelix, Majestetix, Zelt, Galier,Galeere, Tempel,;;4;8 - 4;;Es wird eine Fahrt  von Asterix und Obelixnach Griechenland zu den olympischen Spilen beschrieben, bei denen Asterix eine Auszeichnung erhält, während Superheld Obelix vermutlich wegen Überqualifikation bei den Kämpfen gegen die Römer disqualifiziert wird;3398.0;[]
;978.0;;285835270;Orginal;;N.N.;"Goscinny(Text); Uderzo(Ill.)";Asterix et Cleopatre;16.0;"Rouge et Or, Dargaud ; Hallmark";"180°(4);Zug(4)";22,70 €;1971;;;française;;Livre Animé Asterix le Gaulois;Asterix, Obelix, Galier, Kleopatra, Ägypten,Galeere, Segelboot, Pyramide,Schleuder, Tempel, Nil;;4;8 - 4;;"Es wird der Besuch von asterix und Obelix in Ägypten bei Kleopatra beschriebenNatürlich geht es nicht ohne kämpfe mit den Römern, die in der Schildkröten-Formation auftreten. 

Das Buch ist leider schon sehr viel gelesen worden. Es ist bestoße und  flec";3397.0;[]
1510100423;9781510100428.0;;268534918;Übersetz. aus Fr.;;Pons, José;"Reneé Goscinny;  Albert Uderzo";Asterix on the Warpath;18.0;Orion;"180°V/M(6);";33,77 €;2015;;;English;;;Obelix, Asterix,Dorf, Baumhaus,Prügelei, Römerlager, Meer, Boote,Piraten,Caesar, Schildkröte, Lager;;1;8 - 4;;"Asterix und Obelix kämpfen hier gegen die Römer, die Piraten , Caesars Schildkröten - Formation und sitzen anschließend friedlich am lagerfeuer.

Das Buch ist ein Neukauf.OVP - 1


Asterix and Obelix come to life in this exquisitely engineered 3D pop";3396.0;[]
;978.0;;0;Übersetz. aus Fr.;;N.N.;Groszini-Uderzo;Asterix und Obelix auf Reisen;12.0;Pestalozzi Verlag;90°(6), Zug(4);6,00 €;1974 );;;Deutsch;;;Asterix,Obelix, Dorf, Streitwagen,Berge, Felsen,Palast, Roömer,Pyramide, Sphinx, Tänzerin,Stadion;;4;8 - 4;;"Asterix und Obelix machen Urlaub und besucher die Paris, die Schweiz, Rom, die Spinx und ein stadion in England. Auch Idefix darf mit.

Das Buch ist äußerlich sehr gut erhalten.Innen gibt es aber eine Reihe Fehlstellen: Szene 1 ein rad ist abgerissen,Sc";3395.0;[]
394848640;978.0;;285245571;Orginal;;N.N.;Carrero, Wilfrido, Ramirez(Ill.);Popeye and the Tresures Hunt;12.0;Little Pops;;10,85 €;1981;;;English;;;Popeye, Sweet'pea,Räuber , Bluto,Wimpy,Schaufel, Eugene,;;1;8 - 4;135 (6), hoch;"Popeye hat seine Schatzkarte verloren, die sein Sohn findet. er wird aber von dem Räuber Bluto und dem Fresssack Wimpy verfolgt.

Das kleine Buch (14 x 15 cm) ist sehr gut erhalten. Kein Fehler gefunden. - 1";3394.0;[]
0514870219;978.0;;8396871;Orginal;;Kalama, Wayne;"Husband, Ron; Williams, Karin (Ill.)";Six Blind Men and the Elephant;10.0;Troll;135°(5), hoch;4,50 €;1990;;;English;;;Elefant, Inder, Blinde, Stock,Ohr, Rüssel, Bein, Schwanz, Stoßzahn,Pfau, Streit;;1;8 - 3;;"Fünf blinde Männer, die auf einen Elefanten treffen, befühlen ihn an unterschiedlichen Stellen und beschreiben ihn unterschiedlich. darüber geraten sie in Streit. Sehr schön gemalt und in Pop-up umgesetzt.

Das Buch sehr gut erhalten. keinen Fehler entd";3393.0;[]
0514870220;978.0;;25239623;Orginal;;Kalama, Wayne;"Husband, Ron; Williams, Karin (Ill.)";The Miller, His Son, and The Donkey;10.0;Troll;135° (5);6,82 €;1990;;;English;;;Esel, Müller, Sohn, Kinder, Hund, Araber,;;1;8 - 3;;"Vater und Sohn wollen ihren Esel zum Markt bringen und lernen dabai, dass man es niemals allen recht machen kann und schließlich selbst Verluste hat.Sehr schöne Illustration und Umsetzung als Pop-up.

Das Buch ist sehr gut erhalten. Keine Fehler entdeck";3392.0;[]
;978.0;;268477443;Orginal;;N.N.;N.N.;Dean's Popeye;10.0;Dean &Son Ltd.;90°(3), quer;4,48 €;1973;;;English;;;Popeye, Olive Oyl, Sweet Pea, Globus,Weihnachtsbaum, Spinatdosen, Felsen, Küste, Piratren, Hund;;2;8 - 4;;"Es werden 5 kleine Geschichten mit Popeye und seiner Familie abwechselnd als Comic-Bilderkette und als Pop-up mit darunterliegendem Text erzählt.

Das Buch ist sehr gut erhalten.Das erste Pop-up war etwas verknickt. Kein Eintrag. - 2";3391.0;[]
394845846;978.0;;285310979;Orginal;;Penick, Ib;Wildman, George(Ill);Popeye;16.0;Random House;180°(3),Zug(6), Dreh(2), klapp;9,78 €;1981;;;English;;;Popeye, Olive, Spinatdose, Laterne, Korb, Matrose, Hamburger,  Geier, Insel;;3;8 - 4;;"Es werden verschiedene in einem losen Zusammenhang stehende Szenen mit Popeye, seiner Frau Olive und dem Kind Sweet Pea gezeigt, bei denen Popeye bis auf die Szenen mit dem Matrosen, recht friedlich reagiert.

Das Buch ist nicht mehr ganz gut erhalten:e";3390.0;[]
394848675;978.0;;285540483;Orginal;;N.N.;Carrero, Wilfrido, Ramirez(Ill.);Popeye and the Magic Flute;12.0;Little Pops;;9,15 €;1981;;;English;;;Popeye, Olive,Matrose,See-hexe,Flöte, Käfig, Spinatdose,;;2;8 - 4;135 (6), hoch;"Der Seemann Bluto überredet die Seehexe mit ihrer Zauberflöte, dass Olive sich in ihn verliebt, Popeye wird eingesperrt. Er nimmt die vergessene Zauberflöte und wünscht sich eine Spinatdose, die ihm die Kräfte gibt, um alles zum Guten zu wenden.

Das kl";3389.0;[]
9780710504;978.0;;285254787;Orginal;;N.N.;N.N.;Popeye goes Fishing;10.0;King Features;135°(5), hoch;4,35 €;1987;;;English;;;Popeye, Olive, Sweet Pea, Boot, Fisch, Spinatdose, Kinder;;3;8 - 4;;"Der Sohn von Popeye und Olive wird mit auf eine Angelpartie mitgenommen, auf der er einen Fisch fängt, der dem Boot den Boden ausschlägt. Da der Fisch nicht ausreicht um Peas Freunde einzuladen, wird noch ein größerer Fisch im Restaurant gekauft.

Das B";3388.0;[]
;978.0;;268476491;Orginal;;N.N.;N.N.;Wrigley Zoo;72.0;Curtis Publishing;1180° V (1);7,67 €;1965;;;English;;Jack and Jill;Flußpferd, Fluss, Urwald, Whrigley-Männchen, Vogel, Tiger, Hase;;1;4 - 1;;"Die im Jugendmagazin ""Jack and Jill"" em Schluss enthaltende 3-D-Bilder des Whrigley Zoo sind einer TV-Serie nahempfunden. Angeblich sollen sie auch andere Tiere realistisch abbilden, aber künstlerisch verändert sein (Hinweis auf der ersten Halbseite). Sof";3387.0;[]
;978.0;;8391682;Orginal;;Dudley, Dick;"Ravn, Karen(Text); Paris, Pat(Ill.)Baker, Bruce (Design)";Mighty Machines at Work;16.0;Halmark;180°(3),Zug(4),Dreh(4), Klapp;15,42 €;1980 );;;English;;;Maschinen, Druckerpresse, Teermaschinen, Walze, Drehbrücke, Schrottpresse, Bohrturm,  Ölpumpe,Kran,;;2;8 - 4;;"Die Faszination von riesigen und starken Maschienen wird in einfacher Art mit diesem Buch vrmittelt ob eine Druckpresse, eine Schrottpresse oder eine Erntemaschine.

Das Buch ist recht gut erhalten, an den Ecken etwas bestoßen und der Rücken an kleiner";3386.0;[]
;978.0;;8720002;Orginal;;Taylor, Paul (Design);"Flaming, Ian; Miller, Albert G.(Text); Gordon, Gwen;Chambers, Dave (Ill.)";"Chitty, Chitty Bang Bang""";22.0;Random House;"180°V/M(3); Zug(3), Dreh";9,86 €;1968;;;English;;;Erfindungen, Windrad, Rakete, Ballon, Auto,Luftschiff,Kücke,Köchin,Tanzpaar, Hubschrauber;;3;8 - 4;;In dem Buch wird von dem Erfinder Mr. Potts erzählt, der ein altes Auto aufkauft und in ein Wunderauto, Art Fliwatü verwandelt, das mittels Rotoren Hubschrauber fliegen ann und mit ausschwengbaren Flügelmn auf den Wasser fahren  kann. Mit seinen Zwilligsk;3385.0;[]
0901298013;978.0;;16851153;Orginal;;Penick, Ib;"LeSieg, Theo(Text),; McKie,Roy (Ill.)";The Pop-up Mice of Mr. Brice;20.0;Halmack;135°(2),Zug(16), Klapp, Dreh(3;3,37 €;1989;;;English;;;Mäuse,Haus, fenster, ABC, Farben, Größen, Trompete, Klavier, Schleife, Guitare,Uhr, Garten, Baum,;;4;8 - 4;;"Das Buch ist ein Spielbuch für Vorschulkinder, die die Grundlagen von Buchstaben, Größenvergleich und Farben, Musik und Uhrzeiten anhand des Mäusespiels vermittelt bekommen.

Das Buch war wohl ein Bücherei-Exemplar, welches äußerlich noch recht gut auss";3384.0;[]
;978.0;;16826755;Orginal;;Dudley, Dick;"Ravn, Karen(Text); Smith, Marianne (Ill.)";The Halmarrk Monster Pop-up Book;14.0;Hallmark;180°V/M(4),Zug(4), Dreh;15,38 €;1970 );;;English;;;Monster, Cyklopen, Mumie, Friseur, Fön, Kamm, Multimonster, Vampir, Franknstein,Drachen, Skelette, Q;;3;8 - 2;;"In dem Buch werden verschiedene Monster oin unterschiedlichen Lebens- bzw. Tosesbereichen mit Versen vorgestellt.

Das Buch ist recht gut erhalten, ein wenig bestoßenund verkratzt, aber innen sauber und die Laschen sind nicht abgegriffen. Leider fehlt d";3383.0;[]
3550074360;978.0;3550074360;27855879;Übbersetzung GB;;Marshall, Ray (Gestalt.);Guinness, Farman, John(Ill.);Das Guinness Pop-up Buch der Rekorde;8.0;Ullstein Verlag GmbH;180° V/M(4), Zug(11), Klapp;8,00 €;1986;;;Deutsch;;;Klavier, Auto, Taucher, Wolle, Apfelschale, Kinder, Schnurbart, Dickster, Boot, Bücher, Babies;;1;8 - 4;;"Das Buch ist eine Zusammenfassung der Rekorde"", die seit 1955 in den jährlichen Guiness-Büchern erfasst  werdenÜberweigend geht es um menschliche ""Leistungen"", die hier mit bewegungsmechanismen verseutlicht werden.

Das Buch ist sehr gut erhalten.Es ist";3382.0;['860055035']
;978.0;;8486945;Orginal;;N.N.;Enz, Robert (?);Hänsel und Gretel;8.0;Robert Enz KG;360° (4 Skt. 4Ebenen);100,00 €;1946;;;Deutsch;;Diana Plastik Buch;Hänsel, Gretel,Wald, Holfäller, Knusperhaus, Hexe, Brezel, Ofen;;1;K - 1;;"In Vier 9 quer aufzuschagenden Szenen mit entsprechendem 6zeiligem Text unterhalb des Bildes wird das Märchen erzählt und plastisch dargestellt.Löcher zum Zusammenbinden sind vorhanden. Halbleinen Rücken, kein Band zum Zusammenbinden.

Das Buch wurde vo";3381.0;[]
;978.0;;8396931;Original - 2;;Wagner, andrea;"Wagner,Andrea;Josefowski,Georg(Ill.)";Ein Besuch auf dem Lande;8.0;J.F.Schreiber, Esslingen;90°, Aufklappb. hoch(4);20,00 €;1949);;;Deutsch;;Schreibers Stehauf-Bilderbücher JFS o126;Bauernhof, Stall, Ernte, Heu, Kühe, Pferde, Tiere, Bauer;;4;11 - 1;;"Das Buch erzählt in Reimen Erlebnisse in den ferien auf dem Bauernhof. Die Geschichten werden mit vier rechtwinklig auffaltbaren Pop-up-Bildern auf Doppelseiten illustriert.

Das Buch ist  bestoßen, fleckigund abgeschabt. Auf der Rückseite st es nachged";281.0;[]
;978.0;;535618;Übersetzung US;;N.N.;"Miller, Albert E.(Text); Chambers, Dave (Ill.)";Flugmaschinen;20.0;Hallmark;180°V/M(4), Zug(5);4,00 €;1970;;;Deutsch;;;Flugmaschinen, Ikarus, Ballon,Drachen, Doppeldecker,Hubschrauber, Flugzeug,Condor, Rakete Krähe;;2;8 - 4;1.;"Ein blauer Rabe (Krähe?) begleitet dich mit seinen manchmal etwas höhnischen kommentaren durch die Geschichtes des Fliegens von Ikarus bis zur Mondrakete.

Das Buch ist noch recht gut in Ordnung. Es ist kaum bestoßen, aber etwas angeschmutzt. Innen ist";3380.0;[]
0732311969;978.0;;33795;Übersetzung US;;N.N.;N.N.;Boats;6.0;OttenheimerBoats, happy Time Books3;135°(3), hoch;6,00 €;1991;;;English;;;Schiffe,Frachtschiff, Barkasse, Segelschiff, Dampfer, Raddampfer,;;3;8 - 5;;"In dem Buch sind sieben Schiffe mit kurzen Kommentaren abgebildet.

Das Buch ist noch gut erhalten, Es ist leicht schräg gedrückt und etwas fleckig. - 3";3379.0;[]
;978.0;;0;Orginal;;N.N.;"Wortmann, Arthur(text); falck, Chery(Ill.)";Wat Should You Do When A Whale Sneezes? Riddles To Laugh By;18.0;Hallmark;"180°V/M(2);90°(6), Klapp,Zug(4";16,37 €;1970 );;;English;;;WalKuh, Wage,Schafe, Büffel, melone, Schule, Gespenst;;4;8 - 4;;"Das Buch veranschaulicht Rätsel, über deren Auflösung man  nur lachen kann - oder sich wundern.

Das Buch ist schon etwas mitgenommen. Es ist bestoßen und abgeschabt. Das zweite Pop-up funktioniert nicht und beim letzten fehlen wohl Teile. Keine Eintrag";3378.0;[]
;978.0;;623622;Orginal;;Lohnes, Howard;"Kriger, Malcolm D.(Text); Giambrone, Donni (Ill.)";Famous Ships;16.0;Hallmark;180°V/M(5), Dreh (3);12,76 €;1970 );;;English;;;Wickinger, Segelschiff,Golden Hint, Constitution,Flying Cloud, Raddampfer, Natchez, United States.;;1;8 - 5;;"In dem Buch werden verschiedene , meist amerikanische, berühmte Schiffe mit zum Teil raffinierten Pop-ups vorgestellt. Das reicht von EWickinger Galeren über Missisippi-Raddampfer bis zu dem Kriegscghiff Enterprise.

Das Buch ist sehr gut erhalten. Kein";3377.0;[]
;978.0;;8495299;Orginal;;Taylor, Paul (Design);"Lofting, Hugh; Miller,Albert G.(Text);Brehm, Marvin(Ill.)";The Adventures of Doktor Dolittle;24.0;Random House;180° V/M(4),Zug (4);6,08 €;1962 );;;English;;;Farmhaus, Doktor Dolittle, Lama, Ziege,Meer, Wal, urwald, Schnecke, Insel, Libelle;;4;8 - 4;;"Es werden die Abenteuer von Tierarzt Doktor Dolittle erzählt, der mit den Tieren in ihrer Sprache spricht und auf eine Expedition geht, im die große lila Seeschnecke zu finden.

Das Buch ist schonn sehr mitgenommen:Der Buchdeckel ist bestoßen und der Rü";3376.0;[]
;978.0;;562179;Orginal;;N.N.;Junek, Václav(Text);Lode a More (Schiffe auf dem Meer);16.0;Vazny vyisk (?);135°(7), dreifach gest.), quer;30,00 €;1963;;;tschechisch(?);;;Schiffe, Stapellauf, Raddampfer, Titanic, Hafen, Kriegsschiff, Eisbrecher, Hubschiff;;2;8 - 4;;"Es werden die Schiffe der verschiedensten Gattungen und Verwendungen vorgestellt. Die 45 x 16 cm hohen ausgemalten Szenen sind dreifach gestaffelt. Leinenrücken.

Das Buch iist noch gut erhalten, leicht bestoßen  Seiten leicht nachgedunkelt. Sonst kein";3375.0;[]
;978.0;;562179;Orginal;;N.N.;Junek, Václav(Text);More a Plachty (Segelschiffe);16.0;Vazny vyisk (?);135°(7), dreifach gest.), quer;33,50 €;1962;;;tschechisch(?);;;Segelschiffe, Nil,Boot, Tempel,Galeere, Wickinger, Kolumbus, Fregatte, Schlacht, Handelsflotte,Yacht;;3;8 - 4;;"Es werden die Segelschiffe aus den verschiedenen Epochen von den Ägyptern, über Griechen, Wickinger, Kolumbus, Trafalga bis zu handelsflotten und Yachtrennen vorgestellt. Die 45 x 16 cm hohen ausgemalten Szenen sind dreifach gestaffelt. leinenrücken.

D";3374.0;[]
;978.0;;9012355;Orginal;;;"Calhoun, Julkiabeth (Text);Coppock, Chuck (Ill.)";Christopher Columbus;10.0;The Wagner Comp.;90°(5);5,54 €;1965;;;English;;Living American Stories;Kolumbus, hafen, Königspaar, Festsaal,Tisch, Globus,Karren,Feuerstelle, Flagge, Indianer,;;2;8 - 4;;"Es wird der Lebensweg Christof kolumbus beschrieben und seine Großtat die Entdeckung Amerikas.

Das Buch ist sehr gut erhalten, leicht bestoßen, etwas angeschmutzt. kein Eintrag oder eine Fehlstelle.  - 2";3373.0;[]
;978.0;;558211;Übersetzung US;;N.N.;Guissani, Andriana;Il Sogno di Christoforo Colombo;8.0;Mandadori;180° V(1);17,00 €;1968;;;italienisch;;albi Op-LÁ;Kolumbus, Segelschiff, Meer, Insel, Strand, Urwald;;2;8 - 4;;"Es wird der Lebensweg Christof kolumbus beschrieben und seine Großtat die Entdeckung Amerikas.

Das Buch ist recht gut erhalten, kaum bestoßen und sauber. kein Eintrag aber ein Einriss (2cm) - 2";3372.0;[]
0482282211;978.0;;9024643;Orginal;;N.N.;"Fritz, Jean(Text); Paola, Tommy de (Ill.9";The Great Adventure of Christopher Columbus;12.0;Putnam & Grosset;180V/M(6), Zug(3), Klapp;9,70 €;1992;;;English;;;Kolumbus, Chinesen, Pagode,Königspaar,Meer, Segelschiff,Palme, Fahne, Insel, Indianer, Boote,Pferd,;;1;8 - 4;;"Es wird der Lebensweg Christof kolumbus beschrieben und seine Großtat die Entdeckung Amerikas.

Das Buch ist sehr gut erhalten, kaum bestoßen und sauber. kein Eintrag oder eine Fehlstelle.  - 1";3371.0;[]
0514870256;;;8946819;Orginal;;N.N.;"Crenson, Victoria(Text); Jones, Holly, Murphy (Ill.)";Christopher Columbus;8.0;Toll Associates;135°(4), hoch;11,01 €;1992;;;English;;;Kolumbus, Hafen, König, meer, Segelschiff, Indianer, Boot;;1;8 - 4;;"Es wird der Lebensweg Christof kolumbus beschrieben und seine Großtat die Entdeckung Amerikas.

Das Buch ist sehr gut erhalten, kaum bestoßen und sauber. kein Eintrag oder eine Fehlstelle.  - 1";3370.0;[]
2881682855;978.0;;8422530;Übersetzung US;;"Smith, Roger; Meyer, Dennis K.";"Strong, Stacie(Text); Welply, Michael(Ill.)";Kolumbus;14.0;Mondo-Verlag;180°(7), Zug(2),Dreh,Halbkugel;4,70 €;1992;;;Deutsch;;;,Karte, Hafen, Segelschiff,Deck, Kompass, Ausblick, Ufer, Indianer, Früchte, Kistre, Weltkugel;;1;3 - 4;;"Es wird der Lebensweg Christof kolumbus beschrieben und seine Großtat die Entdeckung Amerikas.

Das Buch ist sehr gut erhalten, kaum bestoßen und sauber. kein Eintrag oder eine Fehlstelle.  - 1";3369.0;[]
3768432033;978.0;;0;Übersetzung CS;;N.N.;"Hulpach, Vladimir(Text);Kubela, Premysl(ill.)";Kolumbus entdeckt Amerika;10.0;Werner Dausen;135°(5), quer;4,00 €;1992;;;Deutsch;;; Kolumbus, Wollmarkt,König, Palast, Globus, Hafen, Schiffe, Fässer, IndianerMeer, Sturm, Reiter, Häu;;;13 - 6;;"Es wird der Lebensweg Christof kolumbus beschrieben und seine Großtat die Entdeckung Amerikas.

Das Buch ist noch gut erhalten, aber bestoßen bzw.am oberen Rücken 1 cm eingerissen. Es ist etwas nachgedunkelt. kein Eintrag oder eine Fehlstelle.  - 2";3368.0;['921331630']
